地区,リーグ名,年度,部・ブロック,結果ページのURL,順位表ページのURL,形式,goalnote_tid,チームの区別,状態,根拠のURL,メモ,Claude確認,確認メモ,チーム数,チーム例,取得方法
第2地区,DUOリーグ,2024,グループA,https://www.goalnote.net/detail-schedule.php?tid=15652,https://www.goalnote.net/detail-standings.php?tid=15652,goalnote,15652,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=15652,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_15652_detail.htmlのtitleで2024年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,10,学習院・都立豊島A・立教池袋,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2024,グループB,https://www.goalnote.net/detail-schedule.php?tid=15652,https://www.goalnote.net/detail-standings.php?tid=15652,goalnote,15652,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=15652,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_15652_detail.htmlのtitleで2024年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,8,駒込B・城西・筑波大附属,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2024,グループC,https://www.goalnote.net/detail-schedule.php?tid=15652,https://www.goalnote.net/detail-standings.php?tid=15652,goalnote,15652,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=15652,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_15652_detail.htmlのtitleで2024年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,8,豊南A・京華A・小石川,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2024,グループD,https://www.goalnote.net/detail-schedule.php?tid=15652,https://www.goalnote.net/detail-standings.php?tid=15652,goalnote,15652,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=15652,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_15652_detail.htmlのtitleで2024年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,7,淵江・足立西・FC西巣鴨,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2024,グループE,https://www.goalnote.net/detail-schedule.php?tid=15652,https://www.goalnote.net/detail-standings.php?tid=15652,goalnote,15652,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=15652,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_15652_detail.htmlのtitleで2024年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,7,東洋大京北・豊南B・昭和第一B,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2025,グループA,https://www.goalnote.net/detail-schedule.php?tid=16985,https://www.goalnote.net/detail-standings.php?tid=16985,goalnote,16985,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=16985,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_16985_detail.htmlのtitleで2025年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,10,都立豊島A・淑徳巣鴨A・日大豊山C,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2025,グループB,https://www.goalnote.net/detail-schedule.php?tid=16985,https://www.goalnote.net/detail-standings.php?tid=16985,goalnote,16985,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=16985,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_16985_detail.htmlのtitleで2025年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,8,都立豊島B・巣鴨・淑徳巣鴨B,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2025,グループC,https://www.goalnote.net/detail-schedule.php?tid=16985,https://www.goalnote.net/detail-standings.php?tid=16985,goalnote,16985,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=16985,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_16985_detail.htmlのtitleで2025年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,8,足立学園・京華A・東洋大京北,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2025,グループD,https://www.goalnote.net/detail-schedule.php?tid=16985,https://www.goalnote.net/detail-standings.php?tid=16985,goalnote,16985,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=16985,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_16985_detail.htmlのtitleで2025年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,6,FC西巣鴨03・中大高・文京B,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
第2地区,DUOリーグ,2025,グループE,https://www.goalnote.net/detail-schedule.php?tid=16985,https://www.goalnote.net/detail-standings.php?tid=16985,goalnote,16985,部の区分なし・グループA〜Eの総当り。校名末尾のA/B/C等は同一校の複数チームを示す,確認済み,https://www.goalnote.net/detail.php?tid=16985,ChatGPTは3年度とも確認済みと主張。DUOリーグに1部/2部の区分は無く、グループA〜Eのみ,確認済み（ChatGPTの記載どおり）,raw/web/goalnote_16985_detail.htmlのtitleで2025年度DUOリーグと確認。detail-standings.phpはグループ単位の表5本のみで部の見出しなし。detail-schedule.phpにも「N部」の見出し行は無い（NSリーグ2026側にはある）,6,竹早・足立西・城西B,既存ファイル(raw/web/goalnote_*)を再利用しBeautifulSoupで解析。detail.phpのみ新規curl取得
